season_id,episode_id,scene_id,plot
s06,e06,c05,"Chandler , trying to give Joey money for rent , which Joey refuses , agrees to ' play ' him for it ."
s06,e06,c06,"Since Monica can see into his apartment , he makes a They talk about Ben and Ben says hi ."
s06,e06,c07,Phoebe asked about the Roller blades .
s06,e06,c08,"Joey wo n't take it , but Chandler invents a game called Later , Joey teaches Ross to play Cups , and loses all the money to Ross . To make Joey feel better after losing money , Chandler invents a game called Cups to help Joey win Joey 's money back . Chandler makes up a game on the spot called Every move Joey makes in the "" game "" , Chandler says that he wins a lot of money , e.g. two random cards may result in getting $ 1000 . Roommates consider playing a game of Blackjack , but settle on a made - up game of Cups instead ."
s06,e06,c09,"Rachel acts like she is angry about having to move , and Phoebe says that 's because Rachel is sad to leave ."
s06,e06,c10,"The final scene involves Chandler playing Ross at "" Cups "" and creating more rules to win Ross money back ."
s06,e06,c11,No plot availble for scene
s06,e06,c12,"Unfortunately , Joey goes off to challenge Ross and loses it all , claiming that Ross did all the things that Joey did , and now Ross thinks he is the best at Joey is telling Chandler about a game of Cups that he lost . In the midst of this conversation , Joey tries to repay Chandler money . Chandler ca n't take the big white dog ."
s06,e06,c13,"It is the night before Chandler moves in and Rachel moves out . Chandler arrives , and the two hug as Chandler and Monica prepare to embark on the next stage of their relationship ... only for Monica to notice the dog and ask what it is doing there . Rachel moves out of the apartment that Rachel lived in with Monica and Chandler moves in with Monica . Who moved out of the apartment so Chandler could move in ?"
s06,e06,c14,Chandler wants to give Joey money as Joey is going through some financial struggles .
s06,e07,c01,No plot availble for scene
s06,e07,c02,No plot availble for scene
s06,e07,c03,No plot availble for scene
s06,e07,c04,Ross said Monica has crush on The Six Million Dollar Man .
s06,e07,c05,No plot availble for scene
s06,e07,c06,But Janine tells him she does n't feel attracted to him anyway .
s06,e07,c07,"Rachel and Phoebe , new roommates , decide to run together in the park each day ."
s06,e07,c08,"Chandler decides to clean the apartment as a kind gesture to Monica , only for Ross to point out afterwards that Chandler would need to put everything back exactly how Monica had it or risk incurring her wrath . Ross mentions the phone being turned the other way ."
s06,e07,c09,"Joey thinks that a woman is interested in him , so he seeks advice from Ross and Chandler on how he can attract her to him . Chandler cleans Chandler and Monica 's apartment , but afterwards ca n't remember where everything goes . Joey asked Ross for advice about relationships ."
s06,e07,c10,Phoebe runs like an elephant because it makes running a lot more fun but Rachel does n't want to go jogging with Phoebe any more because Phoebe is embarrassing .
s06,e07,c11,No plot availble for scene
s06,e07,c12,Joey is drawn to Janine and has to find a way to repel her . Janine asks Joey if he wants to order pizza .
s06,e07,c13,Rachel tries Phoebe 's way of running and feels so free and great doing it that Rachel does n't care about people staring .
s06,e07,c14,"Chandler surprises Monica by cleaning their new apartment while Monica was out . Monica 's apartment is cleaned for Monica , while Ross acts silly . When Monica goes into her apartment and asks why everything is different , Ross says bye and runs out ."
s06,e07,c15,No plot availble for scene
s06,e08,c01,Joey realizes that his girlfriend is slowly taking over his apartment .
s06,e08,c02,No plot availble for scene
s06,e08,c03,Phoebe stops by Rachel 's office to make some copies and informs Rachel that Phoebe made out with Ralph Lauren in the copy room .
s06,e08,c04,"Chandler tries to convince Joey that Joey is letting Janine make Joey and the apartment too girly . Joey confronts Janine about making his apartment clean and girly . Chandler raises concerns with Joey that Janine 's contributions to the apartment , such as a framed Anne Geddes photo , are making it too girly . Joey complains to Janine , but begins to take a different view when Joey admires the aroma of Janine potpourri , which Joey at first assumed was a bowl of chips ."
s06,e08,c05,"She tells Rachel , who gossips to her boss ( Kim ) , who eventually becomes convinced that Rachel is having an affair with Ralph Lauren in order to get Kim 's job . Rachel attempts to ingratiate herself with her boss Kim by gossiping about it ."
s06,e08,c06,No plot availble for scene
s06,e08,c07,"Alarmed , Monica tries to help Ross find a shirt that might distract from the brightness of Ross ' teeth , but nothing works . Ross blinds Phoebe with his teeth . Ultimately , Ross puts on make - up to lighten Ross ' skin as well ."
s06,e08,c08,"After Chandler points out to Joey how womanish he 's becoming , Joey one again puts his foot down and insists that Janine remove her feminine touches from the main body of the apartment , although the purpose is defeated when he asks that they be moved into his room ."
s06,e08,c09,No plot availble for scene
s06,e08,c10,No plot availble for scene
s06,e08,c11,"Kim 's suspicion seems confirmed when Kim and Rachel share an elevator ride with Ralph Lauren . Kim then comments on the tension that was in the elevator . Although Rachel tries to correct the gossip from earlier , Kim has already drawn the conclusion that it was actually Rachel who was the one who made out with Ralph Lauren , making Kim paranoid that Rachel is gunning for Kim 's job by sleeping Rachel 's way to the top . Rachel and Ralph Lauren made out the previous day and Rachel is pining for a new job from Ralph Lauren . Rachel is adamant that Rachel did not make out with Ralph Lauren in the copy room ."
s06,e08,c12,Hilary is impressed by what a good listener Ross seems to be .
s06,e08,c13,Monica is going to teach Chandler to make a bird feeder .
s06,e08,c14,"Phoebe visits Rachel at work and makes out with Kenny the copy boy , thinking it 's Ralph Lauren . However , it turns out that it was n't really Ralph Lauren Phoebe made out with at all , but instead , Kenny the copy guy . Rachel makes up a story about Ralph Lauren dumping her and Kim forgives her , admitting that she also had an unhappy love affair , with Kenny the copy boy . Rachael is asked to sleep with Ralph Lauren or Kenny ."
s06,e08,c15,"Ross goes too far when Ross whitens his teeth in preparation for a date with Hillary , Monica 's co-worker . Monica fixes Ross up with Hillary from work and Ross whitens Ross 's teeth for the date until the teeth are unnaturally white . In order to hide Ross 's teeth on his date , Ross barely says a word , finding ways to cover Ross 's mouth when Ross does speak . Unfortunately , when Hillary finally sees Ross 's teeth glowing brightly under a black light , Hillary is freaked out . Ross and Hillary are about to be intimate , in the black light of Hillary 's room she sees Ross ' teeth are a glowing white , they exchange horror , Hillary at Ross ' white teeth and Ross and Hillary 's outdated black - light ."
s06,e08,c16,Rachel pretended to cry over breaking up with Ralph Lauren .
s06,e08,c17,No plot availble for scene
s06,e09,c01,"The Geller parents are coming over for Thanksgiving , but the Geller parents do n't know that Chandler and Monica are living together , or even dating for that matter ."
s06,e09,c02,No plot availble for scene
s06,e09,c03,No plot availble for scene
s06,e09,c04,No plot availble for scene
s06,e09,c05,"Ross finally figures out why the Jack and Judy do n't like Chandler : in college Ross smoked pot in the dorm room and when his parents walked in , he blamed it on Chandler . The setting of this scene occurs in Rachel 's Old Bedroom ."
s06,e09,c06,Ross finally tells his parents that it was n't Chandler . Rachel worries about making Thanksgiving trifle while Joey worries about getting dinner over with quickly so he can go to another party . Monica is mad and Rachel is making her trifle .
s06,e09,c07,No plot availble for scene
s06,e09,c08,No plot availble for scene
s06,e10,c01,Turning the Christmas tree round displays a perfectly decorated tree and hides the complete mess produced by Phoebe .
s06,e10,c02,No plot availble for scene
s06,e10,c03,Ross and the group arrive on set for their rehearsal .
s06,e10,c04,No plot availble for scene
s06,e10,c05,No plot availble for scene
s06,e10,c06,"Rachel did not know what her gift was , and it turned out to be book ends ."
s06,e10,c07,No plot availble for scene
s06,e10,c08,No plot availble for scene
s06,e10,c09,No plot availble for scene
s06,e10,c10,No plot availble for scene
s06,e10,c11,Janine and Joey share a kiss .
s06,e10,c12,"Ross , Rachael and others are practising dance ."
s06,e11,c01,"Joey kisses Janine and goes next door to tell Chandler , Monica , and Rachel . Joey proves everyone wrong about his chances with Janine by kissing her and then telling them about it . Joey comes to tell his friends that his kiss Janine . Joey realized that he left Jainine and runs back out of the apartment to back to her . Janine has kissed someone and no one thought she would . Monica , Chandler , Phoebe , Ross , and Rachel are all excited to learn about Janine 's recent kiss ."
s06,e11,c02,No plot availble for scene
s06,e11,c03,No plot availble for scene
s06,e11,c04,No plot availble for scene
s06,e11,c05,No plot availble for scene
s06,e11,c06,However Joey and Janine give different excuses leading to Joey confessing the truth to Monica and Chandler . Janine is suffering from a nose problem .
s06,e11,c07,MOnica and Chandler are talking about Jannine avoiding wanting to hang out with them again .
s06,e11,c08,No plot availble for scene
s06,e11,c09,Joey is asking Monica to try harder with Janine since he helped out her relationship .
s06,e11,c10,No plot availble for scene
s06,e11,c11,"When coming back from the market , Phoebe and Rachel pass by Pottery Barn . Phoebe does n't like Pottery barn and notices that Rachel bought all furniture from there . Phoebe realizes that the window has exactly the same copy of their living room and finds out Rachel has been lying . Rachel had been buying furniture from Pottery Barn and not telling Rachel that 's where it came from . Phoebe notices a lamp at Pottery Barn , which is the one thing Rachel had n't bought , she intentionally coerces Rachel to threaten to move out if she does not buy that lamp . Rachel goes to the flea market to cover the false lies about her new furniture but unluckily for her she ran into a Pottery Barn store ."
s06,e11,c12,No plot availble for scene
s06,e11,c13,No plot availble for scene
s06,e12,c01,No plot availble for scene
s06,e12,c02,Joey 's cable and phone are disconnected because he could n't pay . Joey talks about his money issues .
s06,e12,c03,"Rachel , Monica , and Phoebe are curious and peruse the Playboy to check out the women , and get into a discussion of which one of the three each would chose to date if they had to pick . While the girls go through the Playboy , Phoebe manages to insult Monica by saying she thinks Rachel the better choice to go out with . Phoebe asks what Phoebe 's friends are doing and Rachel responds about looking at a Playboy magazine ."
s06,e12,c04,No plot availble for scene
s06,e12,c05,No plot availble for scene
s06,e12,c06,Phoebe tries to explain why she chose one friend over another to date .
s06,e12,c07,"Ross shows the playboy magazine to Gunther who laughs at the joke and says that Chandler cracks Gunther up Joey asks Ross if Ross would like anything to drink , and Ross asks for a coffee . Ross , Monica and Joey are surprised when Gunther reveals their friend works at the coffee shop they frequent ."
s06,e12,c08,Joey takes a job as a waiter at the coffee house to earn some extra money . Rachel gives Joey advice about Joey 's new job at the coffee house . Rachel worked at Coffeehouse . Everyone is consoling while Rachel gives a tip for rude customers which she learns at the coffeehouse .
s06,e12,c09,"Phoebe choses Rachel , which leads to competition and hurt feelings . Rachel and Monica wants to hurt Phoebe feelings . Monica admits that Monica is high maintenance while Monica also admits that Rachel is a pushover ."
s06,e12,c10,"After closing the shop for an hour so he can go to an audition , Joey is fired . Joey prepares for a six - word audition . Gunther is unable to work at the coffee shop because he is going to get his hair dyed and there is no one to cover , so the coffee shop might close for about an hour ."
s06,e12,c11,No plot availble for scene
s06,e12,c12,No plot availble for scene
s06,e12,c13,No plot availble for scene
s06,e13,c01,"Joey gives all the pretty female customers free stuff at the coffee house . Phoebe says that what Joey is doing is gross , but is happy when Joey makes Phoebe the same deal . Joey gives all the pretty female customers free stuff at the coffee house , in order to get dates with the ladies . Phoebe thinks Phoebe is pretty ."
s06,e13,c02,No plot availble for scene
s06,e13,c03,No plot availble for scene
s06,e13,c04,"Monica tries to get Chandler interested in sex , but Chandler is put off by Monica 's illness . Monica tries to convince Chandler that he should have sex with her despite Monica being sick ."
s06,e13,c05,"Rachel 's worried that there 's something developing between Ross and Jill , but somehow ends up actually encouraging Jill to ask Ross out . Ross has a crush on Jill"
s06,e13,c06,No plot availble for scene
s06,e13,c07,"After being sent home from work , Monica tries to entice Chandler into bed with her to prove Monica 's not ill . Chandler realizes the ploy and tells Monica that he finds lots of layers and a hot water bottle sexy ."
s06,e13,c08,"However , after handing out 20 birthday muffins in one day , Gunther tells Joey to put an end to it and bans Joey from handing out birthday muffins . Ross has Rachel 's permission to go out with Rachel 's sister . Joey attempts to get around this by handing all the attractive female customers ' birthday muffins ' which are free . Ross is glad that Rachel told her sister to go out with Ross . Ross asks if Rachel told Rachel 's sister to ask Ross out , to which Rachel replies that Rachel did ."
s06,e13,c09,"( entering ) Chandler , I think I 'm sick . Chandler is tricked and enticed by Monica 's sick plan . Eventually , Monica asks Chandler to help Monica rub vapor rub into Monica 's chest , which Chandler refuses thinking Monica is trying to turn Chandler on . Before entering the bedroom , Monica holds up the bottle of vapor rub and quips"
s06,e13,c10,No plot availble for scene
s06,e13,c11,"Chandler 's slip of the tongue ( "" Ooh , he 's getting some ! "" ) makes Rachel suspicious after Rachel sees Ross and Jill return to Ross 's apartment and Ross closes the drapes . Chandler and Monica come out of the bathroom talking about Vaporub"
s06,e14,c01,No plot availble for scene
s06,e14,c02,No plot availble for scene
s06,e14,c03,No plot availble for scene
s06,e14,c04,"Joey talks to Gunther , who also has seen some of these movies . In Central Perk , a man recognizes Phoebe and asks for Phoebe 's autograph , saying he 's Phoebe 's biggest fan . Joey tells Gunther to refuse service to a man who called Phoebe a porn star , and Gunther says Phoebe is good as a porn star too . Joey thinks the man is a fan of Joey 's , but the man reveals this man has seen all of Phoebe 's porn movies . Gunther tells Joey that Gunther also likes Phoebe in her porn movies . Monica signs a napkin , then leaves , but tells Joey to take care of the autograph seeker because The Fan 's a fan . A fan approaches Phoebe for an autograph , which Phoebe happily gives . Gunther does n't think Phoebe is a porn star , but pretty good at porn ."
s06,e14,c05,No plot availble for scene
s06,e14,c06,No plot availble for scene
s06,e14,c07,"Joey tells Chandler that Chandler 's dead inside and Monica makes repeated attempts to elicit some emotion from Chandler . Chandler tries to hide "" Chicken Soup for the Soul "" so that Monica does not see the book . Chandler and Monica are discussing why Chandler can not cry after Monica sees Chandler reading Chicken Soup for the Soul . Monica tricks Chandler by saying it is okay if Chandler does not cry when she dies and Chandler takes the bait ."
s06,e14,c08,"Jill shows up at Ross 's flat with the excuse of being emotionally distraught after a fight with Rachel . While Ross is in the other room she closes the drapes eyeing Rachel who is looking in her own flat . Jill knocks on Ross 's door while he is doing up his pants . Ross believes the children down the hall are playing tricks on him . Jill asks Ross to see more of his slides about sand . Ross agrees to cancel Ross and Jill 's date , but when he tells Jill , Jill does n't take it very well . Jill gets mad at Rachel for trying to control Jill 's life , so Jill goes over to Ross 's apartment to use Ross get back at Rachel . Jill uses the pretext of being upset over a fight with Rachel and wanting to see more of Ross ' slides . Jill rings Ross ' doorbell multiple times because Jill and Rachel had a big fight . Jill closes the drapes in Ross ' apartment while starting at Rachel with an evil grin . Ross is comforting a friend , while Rachel looks on from across the street ."
s06,e14,c09,"Phoebe tries to get Ursula to stop using Phoebe 's name and says shame on you to the crew The camerman has grown impatient of Ursula talking to Phoebe . Phoebe goes to confront her sister Ursula about making porn movies . Phoebe finds out that her sister Ursula has been using her name to make porn movies . Phoebe confronts Ursula , who is in the middle of making another movie . Phoebe is angry that Ursula is using Phoebe 's name in her porn movies . Phoebe confronts Ursula about Ursula 's new porn career , wherein Ursula is using Phoebe 's name . The gang discovers that Ursula is making porn movies in Phoebe 's name . Phoebe discovers that Ursula is making porn movies using Phoebe 's name . Ursula says that Ursula is not making porn movies but is betrayed by the Man 's voice that the footage is still rolling ."
s06,e14,c10,"Jill is upset and throws Jill at Ross , attempting to use Ross to get back at Rachel . Ross is talking on the phone with Rachel about Rachel 's sister Jill who is in the room with Ross . Jill kisses Ross , but he asks if she 's just using him to get back at Rachel . Rachel warns Ross that Jill is using him to get back at her ."
s06,e14,c11,A couple thinks Phoebe is a porn star so Phoebe scares them off by pretending to confirm it .
s06,e14,c12,"Rachel asks Ross to stop seeing her sister , Jill . Later , when Ross tells Rachel that Jill kissed Ross , Rachel is furious . Ross was talking about Jill ."
s06,e14,c13,No plot availble for scene
s06,e15,c01,No plot availble for scene
s06,e15,c02,"The alternate reality begins with Ross reading a home decor magazine from a newspaper stand and taking a porn magazine ( that Ross claims a boy paid Ross to buy for him ) . Rachel barely recognizes Ross until Rachel remembers that Ross is Monica 's brother . Ross and Rachel go off to see Monica at Central Perk ( before this , Ross returns the porn magazine ) . Ross has a wedding ring . Rachel runs into an old friend at the newsstand , and decides to go down the street to also say hello to Monica , who is the sister of the friend ."
s06,e15,c03,No plot availble for scene
s06,e15,c04,"Phoebe is ruthless and greedy , and has a heart attack after losing 13 million dollars on the stock market . Later , at Monica 's apartment , an applicant calls and Phoebe hires an applicant and changes the applicant 's name from Joey comes over and gives Chandler a list of things to do before heading off to work ( some of which include dropping of Joey 's dry cleaning , picking up Joey 's vitamins , teaching Joey how to spell "" vitamins "" and wearing his Joey 's jeans . Phoebe looses $ 13 million and believes a heart attack is happening and Joey is now Chandler 's boss . Phoebe learns that there was a drop of sales in the market and loses $ 13 million , resulting in a heart attack . Phoebe starts having a heart attack after becoming stressed about Phoebe 's job . Chandler makes fun of Monica 's kit kat obsession ."
s06,e15,c05,"While Phoebe 's in the hospital , Ross finds out Phoebe 's fired , but Ross does n't dare tell Phoebe , fearing it will cause another heart attack . Ross , Monica and Chandler come to visit Phoebe ( who is given two weeks off work due to Phoebe 's heart attack ) in hospital ."
s06,e15,c06,"Chandler tells Monica that most of the tasks Joey gives him are food - related . Joey comes by and , before he goes in her room to visit her , asks Chandler to take his jeans off ( as they were ready ) ."
s06,e15,c07,Chandler brings a glass of orange juice with pulp to Joey . Chandler brings a glass of orange juice without pulp to Joey .
s06,e15,c08,"Ross suggests to Carol that they spice up their non-existant sex life . Carol does n't like any of his ideas ... except having a threesome . After Monica and Chandler leave the room , it is quickly learned that Ross ' sex life with Carol is n't what it used to be 2 months ago before he stopped trying . Ross talks to Carol about spicing up their love life suggesting a threesome or other possiblities . Ben interrupts Ross and Carol talking about their sex life . The next morning , Ross asks Carol if Ross can spice things up a little to improve their sex life . Ross suggest that Ross and Carol have a threesome to spice up their sex life . He summarizes Phoebe 's examples and eventually mentions having a threesome . Carol agrees to this right away and with much enthusiasm at the idea of bringing another woman into the bedroom ."
s06,e15,c09,"( entering ) Hey ! Hey Chandler look , I know you 're mad , but I just want to say I 'm sorry . I - I was a total jerk . Completely o-over the line . Uh , I just I hate pulp ! Y'know ? I mean , y'know how Monica feels about low fat mayonnaise ? Chandler comes to Monica 's to announce that Chandler finally sold a story ( involving Archie needing money and being hired as Reggie 's assistant and Reggie making Archie do chores such as bringing Reggie lumpless milkshakes ) to Archie comics . Joey visits and apologizes for being a jerk and for a make - up present , gives Chandler orange juice ( with pulp ) . Joey visits and apologizes for being a jerk and for a make - up present , gives Chandler orange juice ( with p Monica tells Joey about Chandler selling Chandler 's story and Chandler summarizes Chandler 's story . Joey thinks that it sounds familiar , but shrugs it off as Joey thinks that Joey read an Archie comic similar to Chandler 's story . Monica is happy for Chandler and offers to share a Kit - Kat bar with Chandler . Monica offers her last kti kat bar as a congratulations ."
s06,e15,c10,"Rachel decides to have a fling with Joey . Monica reveals Monica 's still a virgin . Rachel comes into Central Perk to tell Monica of Rachel 's invitation to Joey 's apartment despite being married and learns from Monica that Joey does this with a lot of women , Monica being one of them . Rachel learns that Monica has never had sex with anyone before . Although she is married to Barry , Rachel admits to Monica that she is attracted to Joey . Monica confesses to Rachel that she is a 30 year old virgin . I 'm just waiting for the perfect guy . I 'm seeing this guy Roger , all right ? Her boyfriend Roger is not perfect , but maybe , she should just Rachel tells Monica that Monica should do it , as sex should n't be a big deal . Monica tells Rachel that Monica will never think it 's ok to cheat on Rachel 's husbamd . Joey Tribbiani like to have women over at his place ."
s06,e15,c11,"After Ross finishes , he says that Jack called to make sure Phoebe was getting better , but Ross tells Monica that Phoebe has actually been fired . Phoebe is in the hospital after having suffered a heart attack and Ross and Monica are in Phoebe 's hospital room caring for Phoebe . While visiting Phoebe in hospital , Ross and Monica discover smoke coming from Phoebe 's bathroom , which Phoebe claims is just a side - effect . Ross tells Monica , that Phoebe was fired Ross answers a phone call that is for Phoebe . Monica is angry that Phoebe is smoking in the bathroom when Phoebe 's in the hospital , Monica and Ross are trying to get her to relax and get better . Ross attends a call from Phoebe 's work that Phoebe is fired , but Ross bluffs and does not inform Phoebe . Ross confirms a firing ."
s06,e15,c12,"Meanwhile , Rachel , at home , is watching Days Of Our Lives and decides to see Joey the next night and calls to tell Joey that Rachel will be coming to Joey 's apartment , along with a few sandwiches Rachel will bring from home . Later , after Joey shows Rachel around the set that he works in , he invites her to his apartment and says two lines of dialogue from the show to get her to say yes . Dr. Drake Remoray accuses the doctor of being a fake ."
s06,e16,c01,"In the continuation of the alternate reality : Ross and Carol have a threesome with Susan , but Ross feels left out . In the Friends ' continuing imagination , Carol shows Ross a list of women who are interested in the threesome and , when Ross mentions that just talking about it is putting Ross in the mood , tells Ross that it would be better if they hold off on sex until the night of the threesome . Meanwhile , Ross and Carol are on the couch anticipating the arranged threesome . Ross and Carol talk about possible partners for a threesome ."
s06,e16,c02,"Monica and Chandler are visiting Phoebe in the hospital when Ross comes over . The three tell Phoebe that Phoebe should think about getting a new job , such as playing the guitar or massaging people which Phoebe expresses disgust at ( whereas in normal episodes Phoepe loves doing both ) ."
s06,e16,c03,Joey is showing Rachel around his apartment and the realistic sculptures he has . Rachel sees Joey 's ceramic dog and has to use the restroom . Rachel is full of praise for the ceramic dog .
s06,e16,c04,"Monica shares a passionate kiss with Dr. Roger after talking to him about oysters being She decides that she and Roger should eat couscous with their hands . However , the date is halted when Roger is called to tend to an emergency at the hospital . Dr . Roger and Monica are discussing the sexual merits of food , they are interrupted , much to the chagrin of Monica , by Dr. Roger 's beeper , Monica does not plan on saving food for him if he returns ."
s06,e16,c05,"While Ross explains that Carol can back out any time Carol wants , there is a knock at the door and Carol eagerly answers it . Susan barely acknowledges Ross 's presence as the two of them proceed hastily into the bedroom . Ross awkwardly converses with Carol as they await for Carol 's partner to arive . Ross and Carol meet their new partner Susan in which Susan and Carol leave to the bedroom without Ross . Carol and Ross met their new partner Susan in which Carol and Susan ignore Ross . Susan , who Carol met at a gym , steps in and there is instant electricity between Susan and Carol ."
s06,e16,c06,No plot availble for scene
s06,e16,c07,"Rachel is fascinated about how Joey can change between being Dr. Drake Ramoray and being himself . Joey tells Rachel that she is beautiful , and he kisses her hands . Joey and Rachel are in Joey 's apartment and Rachel is drunk . Joey gets romantic with Rachel but Rachel throws up . Rachel is drunk , and speding time alone with Joey Tribbiani who plays Dr. Drake Remoray , then throws up after kissing him ."
s06,e16,c08,"Back at Monica 's apartment , Monica and Chandler decide against having sex with each other because there would be pressure between the two ( although Monica points out that Chandler is under no pressure as Monica would n't know if Chandler was terrible as it would be Monica 's first time ) ."
s06,e16,c09,No plot availble for scene
s06,e16,c10,"Rachel spends the evening at Joey 's , but gets drunk and sick , and passes out . The next morning , Rachel wakes up on the couch , and feels terrible about having come to have an affair with a famous person when she is , in fact , married . To cheer Rachel up before she returns home , Joey gives her a ring from the show to remind Rachel that Rachel is a good person and that Rachel did n't cheat on Rachel 's husband when Rachel had the chance . Rachel wakes up on Joey 's couch after a night of drinking ."
s06,e16,c11,No plot availble for scene
s06,e16,c12,"Monica talks about Dr. Roger after Monica and Chandler have sex , and Chandler really likes Monica but wo n't say so . But Monica has another date with Roger , much to Chandler 's dismay . Dr Roger gets in the way of a second night of romance ."
s06,e16,c13,No plot availble for scene
s06,e16,c14,No plot availble for scene
s06,e16,c15,No plot availble for scene
s06,e16,c16,"Chandler reveals that Chandler has never been in a serious relationship and Monica may not want to go out with Chandler because Chandler is not a Monica is so touched by this that Monica kisses Chandler , marking the beginning of a new relationship . Chandler interrupts Monica to confess Chandler 's feelings for Monica . Chandler tells Monica that he wants a relationship with Monica then , she runs over and kisses him Chandler comes over to Monica 's apartment , as Monica 's date has been cancelled because Roger has to tend to yet another emergency at the hospital . Monica kisses Chandler . Dr. Roger got beeped for a fake ruptured spleen ."
s06,e16,c17,No plot availble for scene
s06,e17,c01,"Joey is broke but needs money fast for new head shots , so Joey is determined to get enrolled for another medical experiment . Chandler doesn ' udnerstadn the greed ."
s06,e17,c02,No plot availble for scene
s06,e17,c03,Both Chandler and Monica however have forgotten to make each other presents .
s06,e17,c04,"The only study available is for identical twins , but it pays so much that Joey ca n't resist ."
s06,e17,c05,"Ross startles Phoebe and Rachel in the hallway to prove Ross ' point , which sets off an on - going competition of psuedo - attacks . Monica is unaffected by the noise of the man ."
s06,e17,c06,No plot availble for scene
s06,e17,c07,"After Ross jump scares Phoebe and Rachel , Phoebe and Rachel return the favor in Ross 's apartment . Chandler asks for Ross 's help in finding a gift for Chandler to give to Monica , but Ross is no help to Chandler . Chandler was n't sure what to make for Monica ."
s06,e17,c08,No plot availble for scene
s06,e17,c09,No plot availble for scene
s06,e17,c10,"This causes Ross to sneak into Phoebe 's apartment but Ross fails to hide successfully , as the Phoebe and Rachel notice Ross as they enter their home . Rachel and Phoebe pin Ross down and wo n't let Ross up until Ross admits that Rachel and Phoebe are tough . Ross is hiding behind a chair so as to not get noticed but laters gets pinned down with Phoebe sitting on his back ."
s06,e17,c11,"Joey 's financial needs are n't being met by his job at the coffee house , so he looks into participating in another medical study . Since the only one is available is for identical twins , he hires fellow actor Carl to play his fictitious twin Tony . Carl did n't say anything when the doctor said that they were n't identical twins ."
s06,e17,c12,"However , during dinner the next night Monica decides to listen to Chandler 's mix tape , which had turned out to be made by Janice for one of Chandler 's previous birthdays . Monica is caught off guard that her beloved Chandler has been cheating on her with Janice as the voice in the tape indicates So , Chandler you have been cheating on me ! Monica has prepared Chandler 's 3rd favorite dinne and is playing the mixed tape Chandler made , when Janice 's voice comes on the tape revealing Janice had made the tape for Chandler ."
s06,e17,c13,"Ross goes to Women 's self-defense class to get help from the instructor to ask how to fight women off . Instead the instructor thinks Ross comes across as a man who enjoys to attack women , especially his ex-wife ."
s06,e17,c14,Chandler gets in trouble for passing off a gift from Janice as his own .
s06,e17,c15,"At the end , Ross sees the backs of two blonde - haired women near Central Perk and attacks them from behind , only to be attacked back . Ross chases down two women he believes to be Rachel and Phoebe to scare them and upon screaming "" DANGER ! "" at the two unsuspecting women , realizes that it is not Phoebe and Rachel ."
s06,e18,c01,Ross gets his anonymous teacher evaluations back and finds out that he has an admirer amongst his students .
s06,e18,c02,No plot availble for scene
s06,e18,c03,"The student , Elizabeth , asks Ross out . Ross changes the grades after another teacher tells Ross the grades are very generous . Flattery in a teacher evaluation leads to Ross dating Ross 's student Elizabeth . Burt comments that there were a lot of good grades in that class ."
s06,e18,c04,No plot availble for scene
s06,e18,c05,"Joey wants to go get pizza , and mimes throwing one into the air and catching it ."
s06,e18,c06,Dana mistakenly refers to Joey as Howie while she recounts a story while having coffee .
s06,e18,c07,A fire in Phoebe and Rachel 's apartment means they 'll have to stay with their friends for a few weeks -- one at Monica 's and one at Joey 's . Phoebe thought that it was her fault why the fire happened .
s06,e18,c08,No plot availble for scene
s06,e18,c09,Ross and Elizabeth have a great time on their date .
s06,e18,c10,Phoebe finds out that the fire was caused by Rachel 's hair iron so Rachel has to stay at Joey 's and Phoebe can stay at Hotel Monica . Rachel finds out it was her straightener that caused the fire .
s06,e18,c11,No plot availble for scene
s06,e18,c12,Monica convinces Joey to impersonate the fire department and tell Phoebe the candles started the fire . Monica speaks to a guest .
s06,e18,c13,"At first Monica 's apartment seems to be the accomodation of choice , but it soon becomes clear that Joey 's is the place to be ."
s06,e18,c14,No plot availble for scene
s06,e18,c15,No plot availble for scene
s06,e18,c16,No plot availble for scene
s06,e18,c17,"Ross decides to go out with Elizabeth because he does n't care what people think , but his colleagues tell him it actually is against the rules . Ross thinks it is n't against the rules to date a student but people will frown upon their relationship . Mel and Burt explain that dating a student is against the rules Lydia , Mel and Burt run into a friend and a woman who is in a class with Lydia"
s06,e18,c18,No plot availble for scene
s06,e18,c19,"Ross finds out he could get fired , but the forbidden nature of the relationship makes Elizabeth want it even more . Ross and Elizabeth like each other too much to stop going out ."
s06,e18,c20,No plot availble for scene
s06,e19,c01,"Joey 's refrigerator breaks down , so he tries to manipulate his friend Rachel into paying for half of it . Joey breaks his refrigerator and tries to pawn his new roommate Rachel into paying half a new one . Just to take adnvantage of the situation that Rachel is now Joey 's roomie , Joey wants her to split the charges with Rachel . Joey 's fridge is broken and he tries to get everyone to pay for his fridge , due to his financial struggles . Rachel learns a bit about what it 's like to be a roommate ."
s06,e19,c02,No plot availble for scene
s06,e19,c03,No plot availble for scene
s06,e19,c04,"Chandler tries to justify paying for a new fridge in an apartment he does nt live in anymore Chandler Said "" You do n't look good Joe "" ."
